'Marital status','Application mode','Application order',Course,'Daytime/evening attendance','Previous qualification','Previous qualification (grade)',Nacionality,Mother_qualification,Father_qualification,Mother_occupation,Father_occupation,'Admission grade',Displaced,'Educational special needs',Debtor,'Tuition fees up to date',Gender,'Scholarship holder','Age at enrollment','Curricular units 1st sem (credited)','Curricular units 1st sem (enrolled)','Curricular units 1st sem (evaluations)','Curricular units 1st sem (approved)','Curricular units 1st sem (grade)','Curricular units 1st sem (without evaluations)','Curricular units 2nd sem (credited)','Curricular units 2nd sem (enrolled)','Curricular units 2nd sem (evaluations)','Curricular units 2nd sem (approved)','Curricular units 2nd sem (grade)','Curricular units 2nd sem (without evaluations)','Unemployment rate','Inflation rate',GDP,Target
single,'1st phase - general contingent',1,Nursing,1,'Secondary education',139,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Farmers and Skilled Workers in Agriculture; Fisheries and Forestry','Farmers and Skilled Workers in Agriculture; Fisheries and Forestry',1.3842105263157896,1,0,0,1,0,1,0.18867924528301885,0.0,1.5384615384615385,1.1111111111111112,1.153846153846154,3.1346577483443703,0.0,0.0,1.7391304347826086,1.5151515151515151,1.5,3.1858972726331403,0.0,1.0465116279069773,0.0,0.6208718626155876,Enrolled
single,'1st phase - general contingent',1,'Journalism and Communication',1,'Secondary education',127,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Skilled Workers in Industry; Construction and Craftsmen','Skilled Workers in Industry; Construction and Craftsmen',1.4105263157894734,1,0,0,1,0,1,0.2830188679245283,0.0,1.153846153846154,1.222222222222222,0.7692307692307693,3.708609271523179,0.0,0.0,1.3043478260869565,1.8181818181818183,0.75,2.9615383931952683,0.0,1.0465116279069773,0.0,0.6208718626155876,Enrolled
single,'1st phase - general contingent',3,Equinculture,1,'Secondary education',167,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Other Situation','Other Situation',3.38421052631579,0,0,0,1,0,0,0.18867924528301885,0.0,0.9615384615384616,0.7777777777777778,0.9615384615384616,3.8978241059602645,0.0,0.0,1.0869565217391304,0.7575757575757576,1.25,4.2538460556804765,0.0,0.0,3.777777777777778,2.892998678996037,Graduate
single,'Over 23 years old',1,'Management (evening attendance)',0,'Secondary education',130,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Unskilled Workers',1.3157894736842104,0,0,0,1,0,0,0.9433962264150944,0.0,0.9615384615384616,1.3333333333333333,0.9615384615384616,2.8079470198675494,0.0,0.0,1.0869565217391304,1.5151515151515151,1.25,2.9615383931952683,0.0,1.0465116279069773,0.0,0.6208718626155876,Dropout
single,'1st phase - general contingent',1,Nursing,1,'Secondary education',130,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Personal Services; Security and Safety Workers and Sellers',1.7947368421052627,1,0,0,1,0,0,0.09433962264150943,0.0,1.346153846153846,1.0,1.346153846153846,3.4554818543046357,0.0,0.0,1.7391304347826086,1.5151515151515151,2.0,3.6601922232263338,0.0,4.593023255813954,3.9999999999999996,0.0,Graduate
married,'Holders of other higher courses',1,Tourism,1,'Higher education - degree',130,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Higher Education - Degree','Administrative staff','Intermediate Level Technicians and Professions',1.8421052631578947,0,0,0,1,0,0,2.0754716981132075,0.0,1.153846153846154,1.1111111111111112,0.0,0.0,0.0,0.0,1.3043478260869565,0.9090909090909092,0.0,0.0,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Dropout
single,'Over 23 years old',1,Equinculture,1,'Higher education - degree (1st cycle)',129,Portuguese,'Higher Education - Degree','Higher Education - Degree','Specialists in Intellectual and Scientific Activities','Specialists in Intellectual and Scientific Activities',3.173684210526316,1,0,0,1,0,0,0.9433962264150944,0.0,1.153846153846154,1.0,0.9615384615384616,3.443708609271523,0.0,1.3157894736842104,2.391304347826087,1.9696969696969697,2.5,3.4730768429289967,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Dropout
single,'2nd phase - general contingent',1,Nursing,1,'Secondary education',141,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Skilled Workers in Industry; Construction and Craftsmen','Armed Forces Professions',2.357894736842106,1,0,0,1,0,0,0.09433962264150943,0.0,1.5384615384615385,0.888888888888889,1.5384615384615385,3.956291390728477,0.0,0.0,1.7391304347826086,1.2121212121212122,2.0,4.020961445670121,0.0,1.0465116279069773,0.0,0.6208718626155876,Graduate
single,'1st phase - general contingent',3,'Animation and Multimedia Design',1,'Secondary education',125,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Administrative staff','Unskilled Workers',1.0631578947368423,1,0,0,1,0,0,0.09433962264150943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.777777777777778,2.892998678996037,Enrolled
single,'1st phase - general contingent',2,Nursing,1,'Secondary education',125,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Unskilled Workers',1.047368421052632,0,0,0,1,0,0,0.09433962264150943,0.0,1.346153846153846,0.888888888888889,1.153846153846154,3.4790286092715235,0.0,0.0,1.7391304347826086,1.8181818181818183,1.75,3.2903846548372777,0.0,5.0,1.2222222222222223,2.0739762219286657,Graduate
single,'Technological specialization diploma holders',1,'Social Service',1,'Technological specialization course',130,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Secondary Education - 12th Year of Schooling or Eq.','Unskilled Workers','Unskilled Workers',1.942105263157895,0,0,0,1,0,1,0.3773584905660377,0.75,1.153846153846154,0.7777777777777778,1.153846153846154,3.178807947019868,0.0,0.5263157894736842,1.3043478260869565,1.0606060606060606,1.5,3.23076915621302,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Graduate
single,'2nd phase - general contingent',3,'Animation and Multimedia Design',1,'Secondary education',133,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic education 1st cycle (4th/5th year) or equiv.','Administrative staff','Skilled Workers in Industry; Construction and Craftsmen',1.6315789473684212,1,0,0,1,1,1,0.18867924528301885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Enrolled
single,'2nd phase - general contingent',1,'Communication Design',1,'Secondary education',127,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Intermediate Level Technicians and Professions','Administrative staff',1.8526315789473677,1,0,0,1,1,0,0.18867924528301885,0.0,1.153846153846154,0.6666666666666666,0.9615384615384616,3.0198675496688745,0.0,0.0,1.3043478260869565,1.2121212121212122,0.25,2.692307630177517,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Enrolled
single,'Change of course',1,'Communication Design',1,'Secondary education',116,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Intermediate Level Technicians and Professions','Intermediate Level Technicians and Professions',1.3631578947368426,0,0,0,1,1,0,0.660377358490566,0.0,1.153846153846154,0.6666666666666666,0.0,0.0,0.0,0.0,1.3043478260869565,0.9090909090909092,0.0,0.0,0.0,2.9651162790697674,5.0,1.558784676354029,Enrolled
divorced,Transfer,1,Nursing,1,'Basic education 3rd cycle (9th/10th/11th year) or equivalent',133.1,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Personal Services; Security and Safety Workers and Sellers','Personal Services; Security and Safety Workers and Sellers',1.6315789473684212,1,0,0,1,1,0,1.1320754716981132,0.5,1.346153846153846,1.1111111111111112,0.9615384615384616,3.152317880794702,0.0,0.2631578947368421,1.7391304347826086,1.5151515151515151,1.25,2.9615383931952683,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Dropout
single,'1st phase - general contingent',3,'Animation and Multimedia Design',1,'Secondary education',139,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Intermediate Level Technicians and Professions',1.747368421052631,1,0,0,1,1,1,0.18867924528301885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
single,'Technological specialization diploma holders',1,Agronomy,1,'Technological specialization course',130,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Unskilled Workers',1.8421052631578947,1,0,0,1,1,0,0.5660377358490566,0.0,1.153846153846154,0.888888888888889,1.153846153846154,3.330179867549669,0.0,0.0,1.3043478260869565,1.0606060606060606,1.5,3.3461536535503007,0.0,0.7558139534883725,2.4444444444444446,5.0,Graduate
single,'1st phase - general contingent',3,Management,1,'Secondary education',125,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Skilled Workers in Industry; Construction and Craftsmen','Skilled Workers in Industry; Construction and Craftsmen',1.321052631578947,0,0,1,1,1,0,0.18867924528301885,0.0,0.9615384615384616,0.888888888888889,0.9615384615384616,2.9668874172185427,0.0,0.0,1.0869565217391304,1.5151515151515151,1.0,2.8942307024408302,1.25,5.0,1.2222222222222223,2.0739762219286657,Dropout
single,'Over 23 years old',1,Tourism,1,'Secondary education',160,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Skilled Workers in Industry; Construction and Craftsmen','Armed Forces Professions',0.2631578947368421,0,0,0,1,1,0,0.8490566037735848,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,3.178807947019868,0.0,0.0,1.3043478260869565,1.2121212121212122,1.25,2.9076922405917176,0.0,2.9651162790697674,5.0,1.558784676354029,Enrolled
single,'2nd phase - general contingent',1,Management,1,'Secondary education',148,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Personal Services; Security and Safety Workers and Sellers','Personal Services; Security and Safety Workers and Sellers',2.0526315789473686,0,0,0,1,1,0,0.09433962264150943,0.0,0.9615384615384616,1.0,0.0,0.0,0.0,0.0,1.0869565217391304,0.7575757575757576,0.0,0.0,0.0,0.0,3.777777777777778,2.892998678996037,Enrolled
single,'2nd phase - general contingent',1,Nursing,1,'Secondary education',150,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Installation and Machine Operators and Assembly Workers','Administrative staff',1.8842105263157902,0,0,0,1,1,0,0.660377358490566,0.0,1.346153846153846,0.888888888888889,1.346153846153846,3.172185430463576,0.0,0.0,1.7391304347826086,1.2121212121212122,2.0,3.7019229914940848,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Graduate
single,'1st phase - general contingent',1,'Animation and Multimedia Design',1,'Secondary education',141,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Armed Forces Professions',2.147368421052632,1,0,0,1,1,0,0.18867924528301885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.593023255813954,3.9999999999999996,0.0,Dropout
single,'2nd phase - general contingent',4,Tourism,1,'Secondary education',118,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Personal Services; Security and Safety Workers and Sellers','Skilled Workers in Industry; Construction and Craftsmen',0.8789473684210527,1,0,0,1,1,0,0.09433962264150943,0.0,1.153846153846154,1.3333333333333333,0.576923076923077,3.0905078145695364,0.0,0.0,1.3043478260869565,1.8181818181818183,0.25,3.23076915621302,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Dropout
single,'1st phase - general contingent',2,'Journalism and Communication',1,'Secondary education',142,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Unskilled Workers',1.9947368421052636,1,0,0,1,1,0,0.09433962264150943,0.0,1.153846153846154,0.888888888888889,1.153846153846154,3.2671080794701983,0.0,0.0,1.3043478260869565,1.6666666666666665,0.75,3.320512654142016,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
single,'2nd phase - general contingent',3,Management,1,'Secondary education',120,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Administrative staff','Skilled Workers in Industry; Construction and Craftsmen',1.0789473684210527,1,0,1,1,1,0,0.09433962264150943,0.0,0.9615384615384616,0.888888888888889,0.576923076923077,2.7373067549668875,0.0,0.0,1.0869565217391304,1.6666666666666665,0.75,2.923076894082841,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Dropout
single,'3rd phase - general contingent',4,Tourism,1,'Secondary education',106,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Skilled Workers in Industry; Construction and Craftsmen','Skilled Workers in Industry; Construction and Craftsmen',0.5789473684210527,1,0,0,1,1,1,0.3773584905660377,0.0,1.153846153846154,0.888888888888889,0.7692307692307693,2.781456953642384,0.0,0.0,1.3043478260869565,1.6666666666666665,0.25,2.9615383931952683,0.0,1.0465116279069773,0.0,0.6208718626155876,Dropout
single,'2nd phase - general contingent',4,'Journalism and Communication',1,'Secondary education',121,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Installation and Machine Operators and Assembly Workers',1.331578947368421,1,0,1,1,1,1,0.18867924528301885,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.6203091390728477,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.5897434171597675,0.0,0.7558139534883725,2.4444444444444446,5.0,Graduate
single,'2nd phase - general contingent',4,Nursing,1,'Secondary education',150,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Unskilled Workers',1.8842105263157902,0,0,0,1,1,1,0.4716981132075472,0.0,1.346153846153846,0.7777777777777778,1.346153846153846,3.9318826490066225,0.0,0.0,1.7391304347826086,1.3636363636363635,2.0,4.053418829536489,0.0,5.0,1.2222222222222223,2.0739762219286657,Graduate
married,'Over 23 years old',1,'Social Service (evening attendance)',0,'Secondary education',120,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Farmers and Skilled Workers in Agriculture; Fisheries and Forestry',1.1578947368421053,0,0,0,1,1,0,1.5094339622641508,0.0,1.153846153846154,0.888888888888889,1.153846153846154,3.178807947019868,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.1410256582840237,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
single,'1st phase - general contingent',6,'Basic Education',1,'Secondary education',114,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Unskilled Workers',0.8000000000000002,1,0,0,1,1,0,0.2830188679245283,0.0,1.153846153846154,0.888888888888889,0.9615384615384616,3.2317880794701987,0.0,0.0,1.3043478260869565,1.0606060606060606,1.25,3.2846153088165697,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Dropout
single,'Over 23 years old',1,'Management (evening attendance)',0,'Higher education - bachelor degree',140,Portuguese,'Higher Education - Degree','Higher Education - Degree','Specialists in Intellectual and Scientific Activities','Specialists in Intellectual and Scientific Activities',3.1947368421052627,1,0,0,1,1,0,1.6981132075471697,0.0,0.19230769230769232,0.11111111111111112,0.0,0.0,0.41666666666666663,0.0,1.0869565217391304,0.0,0.0,0.0,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Dropout
single,'Over 23 years old',1,Agronomy,1,'Higher education - master',160,Portuguese,'Higher Education - Degree','Higher Education - Degree','Administrative staff','Specialists in Intellectual and Scientific Activities',4.494736842105263,0,0,1,1,1,0,0.660377358490566,1.5,2.307692307692308,1.8888888888888888,1.153846153846154,3.2229581456953644,0.0,1.8421052631578947,2.608695652173913,2.121212121212121,2.5,3.5807691481360973,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Dropout
